College,State,NAAC,Students,Course,Placement%,AvgSalaryLPA,Recruiters
"Das, Kale and Loyal College",UP,C,661,B.Sc,78.94,12.45,TCS
Shah and Sons College,Delhi,C,2552,MCA,77.89,13.23,Wipro
"Barad, Raju and Garg College",TN,B,933,B.Tech,75.25,9.35,Infosys
Pandey-Garg College,MH,B,1481,MBA,77.86,13.32,Infosys
Anne-Jaggi College,WB,B,3910,MBA,93.22,7.26,EY
"Sibal, Keer and Mutti College",Delhi,B,2528,B.Sc,52.58,5.41,Accenture
Subramaniam-Nanda College,KA,C,4306,B.Tech,83.87,6.55,Infosys
Khalsa LLC College,KA,A,3072,B.Tech,88.26,4.62,Wipro
"Handa, Goyal and Wali College",KA,C,1049,B.Sc,90.51,15.39,Deloitte
"Virk, Raj and Murty College",TN,C,1320,MBA,96.01,3.58,EY
Varghese Ltd College,Delhi,C,3993,MBA,45.53,15.5,Deloitte
Mohan Ltd College,TN,A,2314,B.Sc,97.74,16.89,TCS
Nath Ltd College,UP,A,1574,MBA,46.75,8.09,TCS
"Mukhopadhyay, Gala and Sarraf College",MH,C,668,MCA,66.17,5.6,Infosys
Narayan-Dash College,KA,C,2505,MBA,34.68,16.12,EY
"Pall, Sundaram and Hegde College",KA,A,2518,MBA,59.7,6.13,Deloitte
"Brar, Master and Peri College",KA,C,1463,B.Tech,46.55,9.9,Accenture
"Soni, Mani and Ramesh College",WB,C,4379,B.Sc,74.04,4.3,Deloitte
Amble-Luthra College,WB,B,3421,B.Tech,87,7.65,TCS
Venkataraman Inc College,KA,C,540,B.Tech,32.43,14.49,Infosys
Gour Group College,TN,A,1716,MCA,85.61,13.8,EY
Batta-Bumb College,MH,C,2581,MCA,75.75,16.52,Wipro
"Chaudhary, Jain and Maharaj College",TN,B,4105,B.Tech,32.8,16.91,Wipro
Sant-Sandal College,TN,C,1940,MBA,95.93,17.01,Infosys
"Prabhakar, Nagy and Narayanan College",Delhi,C,2426,B.Tech,64,3.46,Deloitte
Shukla and Sons College,UP,C,2300,MBA,65.77,15.82,Wipro
Rama Ltd College,MH,B,4716,B.Sc,56.17,4.6,Infosys
Rattan Inc College,UP,C,4600,B.Tech,62.69,18.59,EY
Hora and Sons College,TN,A,2893,MBA,98.5,16.44,Accenture
Puri-Munshi College,MH,C,1768,MCA,36.17,17.67,EY
"Chada, Sengupta and Soman College",WB,A,1362,MBA,40.69,4.74,Infosys
"Nayar, Swaminathan and Chander College",KA,B,4286,B.Tech,85.71,10.85,EY
"Brar, Yadav and Gupta College",UP,A,3159,B.Tech,88.43,10.01,TCS
Mann Inc College,Delhi,A,1239,MCA,38.54,15.56,Infosys
"Barad, Bhalla and Zacharia College",UP,A,1173,MBA,69.75,13.67,TCS
Ganesan-Minhas College,KA,B,910,B.Tech,79.52,12.06,Deloitte
Iyer Inc College,TN,A,1398,B.Tech,61.86,18.08,Wipro
Bhardwaj and Sons College,KA,C,2395,B.Sc,87.51,12.18,Infosys
Sachdeva LLC College,WB,A,583,MCA,57.26,15.73,EY
Kothari-Zacharia College,WB,A,3994,B.Sc,38.57,18.4,Infosys
Joshi-Krishna College,WB,B,1875,MBA,76.6,5.08,Wipro
Dora PLC College,WB,B,1396,MCA,44.83,11.09,Infosys
Thaker-Golla College,WB,C,1888,MCA,42.6,19.69,EY
Pai-Mand College,KA,C,586,B.Sc,87.64,14.99,Deloitte
Sastry Ltd College,KA,A,2783,MBA,78.04,7.51,Deloitte
Nayar PLC College,KA,C,2129,B.Sc,88.06,17.95,TCS
Natt Inc College,TN,B,560,MCA,91.57,11.73,Deloitte
Walla Inc College,WB,B,1667,MBA,37.93,6.72,Accenture
Bhat-Mahajan College,Delhi,A,982,B.Tech,54.56,10.75,Accenture
Bhandari Inc College,KA,B,828,MBA,94.74,10.89,EY
Goel-Wagle College,KA,B,2123,MBA,96.55,14.43,EY
"Sehgal, Mall and Barad College",UP,C,2036,MBA,31.36,4.4,TCS
Bhatt LLC College,UP,B,1003,B.Tech,66.93,16.25,Infosys
Randhawa-Kakar College,Delhi,C,1171,B.Sc,79.32,5.96,Infosys
"Morar, Bedi and Prashad College",WB,C,984,B.Sc,64.72,10.02,Wipro
Muni-Ratta College,KA,A,4274,B.Sc,41.01,7.89,Wipro
"Lad, Pandit and Contractor College",TN,C,3841,B.Tech,63.36,18.33,Infosys
Bose-Bhatti College,KA,B,1867,B.Tech,57.36,5.9,TCS
"Majumdar, Panchal and Gour College",Delhi,B,4725,B.Tech,36.84,13.02,Accenture
"Sanghvi, Vaidya and Joshi College",UP,C,2720,B.Sc,90.71,9.24,Deloitte
Wali LLC College,TN,A,3255,B.Sc,74.88,16.72,Deloitte
Mander-Dutta College,KA,B,4230,MBA,74.84,8.64,TCS
Sachar PLC College,KA,B,1108,MBA,44.53,6.76,Infosys
Chaudhuri-Hegde College,KA,C,2512,MCA,71,7.59,Infosys
"Shetty, Hegde and Yohannan College",Delhi,C,3639,MCA,72.21,11.19,Wipro
Bassi and Sons College,UP,C,4128,MCA,88.41,9.22,Wipro
Nayak PLC College,KA,B,4445,B.Tech,63.22,11.94,Accenture
Babu-Salvi College,KA,A,4890,MBA,80.59,8.66,TCS
Gupta-Dash College,Delhi,B,3247,B.Sc,64.66,5.85,EY
Hayre PLC College,MH,C,3007,MBA,83.69,10.67,TCS
Sharma PLC College,MH,A,4112,B.Tech,56.17,13.14,Deloitte
Bhardwaj LLC College,Delhi,C,1108,B.Tech,87.73,7.8,EY
Ravel-Parikh College,TN,C,3322,MBA,85.05,19.49,TCS
Khurana-Mistry College,WB,B,2670,B.Tech,44.22,6.75,Deloitte
"Suri, Kakar and Ramaswamy College",TN,A,1738,B.Tech,41.66,12.52,Infosys
Kari-Sridhar College,TN,A,1836,B.Tech,68.67,11.86,Deloitte
Chada-Chandra College,TN,C,2822,B.Sc,67.97,16.07,Wipro
Johal-Dara College,Delhi,A,2079,B.Sc,35.26,18.69,EY
Sinha-Rama College,Delhi,A,1455,B.Sc,92.1,15.07,EY
Thaker Inc College,KA,B,2156,B.Sc,56.42,5.96,Deloitte
Salvi Group College,TN,B,2050,B.Tech,62.16,6.28,Infosys
Majumdar-Sharaf College,TN,C,3593,MBA,43.67,16.4,EY
Ravel Inc College,MH,A,968,B.Sc,69.28,18.29,Deloitte
Agate-Sundaram College,KA,C,3956,B.Sc,96.86,14.38,Accenture
Arora Inc College,MH,C,2855,MCA,76.96,5.9,Accenture
Sheth Inc College,MH,B,3751,B.Tech,71.16,6.82,Accenture
"Master, Bath and Dora College",Delhi,B,2002,MBA,44.99,13.3,Wipro
Dhillon Inc College,MH,A,4784,MCA,74.21,10.59,TCS
Vyas and Sons College,UP,A,2035,MBA,75.09,9.84,Deloitte
Dada Group College,MH,C,3784,B.Sc,30.5,14.13,Wipro
Setty Ltd College,TN,B,605,B.Sc,73.42,15.87,Accenture
Krishnan-Bahl College,TN,A,1015,B.Sc,66.17,14.7,Accenture
Tripathi LLC College,TN,A,1629,MBA,46.79,12.46,Wipro
"Kakar, Solanki and Batta College",TN,B,4382,B.Tech,77.97,15.02,Infosys
"Sundaram, Gulati and Joshi College",Delhi,B,3767,MCA,57.23,6.56,EY
Kala PLC College,Delhi,A,1966,B.Tech,60.1,16.11,EY
"Choudhry, Shroff and Nori College",MH,C,3990,B.Sc,71.45,16.59,TCS
"Khosla, Vohra and Sarna College",Delhi,B,4877,MBA,62.06,11.91,Infosys
Puri LLC College,UP,B,4348,MCA,57.39,5.97,TCS
"Ray, Kalita and Padmanabhan College",Delhi,C,1827,B.Tech,60.64,12.63,TCS
"Chaudhary, Murthy and Dara College",WB,B,2396,B.Sc,79.61,19.74,Infosys
Krishna-Garde College,WB,A,1315,B.Sc,93.87,17.3,Infosys
"Bala, Bansal and Pandey College",MH,A,3269,MBA,79.36,15.79,Deloitte
Sangha-Kulkarni College,MH,C,3053,MBA,74.95,18.03,TCS
Dhar-Badal College,MH,C,4014,B.Sc,92.29,12.67,Infosys
Zachariah Group College,MH,C,4022,B.Tech,43.25,6.91,Deloitte
"Jhaveri, Keer and Raghavan College",MH,C,4127,B.Tech,94,12.56,EY
Vig Inc College,TN,A,3239,MCA,60.12,4.7,EY
Ram Ltd College,UP,B,2303,MCA,73.02,5.41,EY
Baria-Borra College,WB,C,2765,MBA,45.85,3.75,Infosys
Sehgal-Divan College,TN,C,674,MCA,98.09,18.29,EY
Sampath-Varty College,TN,A,945,B.Tech,58.58,4.16,Infosys
Brahmbhatt-Chandran College,KA,A,894,MCA,78.14,5.1,EY
"Mallick, Warrior and Karnik College",KA,C,2573,MCA,66.93,13.98,Deloitte
"Bandi, Venkatesh and Brar College",TN,B,1217,B.Sc,48.64,6.43,TCS
"Venkataraman, Narang and Dhawan College",TN,A,2528,MCA,76.18,16.4,Accenture
Seth-Das College,MH,A,3839,B.Tech,47.68,16.67,Wipro
Kalla-Bhakta College,KA,A,3027,MCA,67.12,5.84,Accenture
"Mody, Minhas and Subramaniam College",WB,B,3679,B.Tech,49.5,6.8,Wipro
Sampath Group College,MH,A,1910,MCA,32.54,11.08,Deloitte
Mani PLC College,MH,C,3111,MBA,97.37,8.92,TCS
"Bhalla, Kade and Kakar College",KA,C,2600,MCA,30.28,17.77,Wipro
Gill Ltd College,TN,C,1265,MCA,35.92,6.89,EY
Wason LLC College,KA,A,979,MCA,88.38,14.95,Infosys
Sule LLC College,TN,C,4810,B.Tech,66.53,4.22,Wipro
Patil-Parekh College,UP,C,4534,MCA,94.35,17.47,EY
Behl-Tripathi College,TN,B,2231,B.Tech,42.85,15.72,Accenture
Jaggi Inc College,Delhi,A,2072,B.Tech,74.01,3.29,Infosys
Bhatnagar-Arora College,UP,A,1993,B.Tech,54.97,19.74,Wipro
Nigam LLC College,TN,A,3625,MCA,69.64,8.44,EY
Chaudhari-Mutti College,TN,A,1900,MCA,89.07,11.99,Wipro
Vora Inc College,KA,A,4659,MBA,56.91,16.19,Wipro
"Chowdhury, Khanna and Raghavan College",KA,C,2329,B.Sc,41.25,5.37,Accenture
"Pai, Rama and Oza College",TN,A,1696,MBA,30.98,5.78,TCS
Parmer PLC College,UP,A,4830,B.Sc,80.64,4.19,Infosys
"Kothari, Nagi and Pandya College",TN,B,2708,B.Sc,64.95,9.21,Accenture
Kothari-Din College,UP,B,4611,B.Sc,90.69,16.81,Accenture
Bajwa-Bala College,TN,C,1922,B.Tech,97.86,13.4,TCS
Pau-Dugal College,UP,C,2343,B.Tech,48.87,5.26,Wipro
Kuruvilla Inc College,KA,C,2645,B.Tech,52.65,18.8,EY
Baral-Buch College,WB,C,2749,MBA,30.74,12.09,EY
Bose-Gour College,TN,B,3674,B.Tech,97.55,11.07,Deloitte
Purohit-Nagy College,UP,B,3402,B.Sc,46.64,15.37,Accenture
Wable-Patla College,KA,A,3853,MBA,36.85,10.39,EY
"Verma, Sankaran and Pau College",TN,C,1592,B.Sc,52.15,11.95,Accenture
Sibal-Sarkar College,UP,A,1201,B.Sc,43.45,16.68,Wipro
"Trivedi, Cherian and Barad College",Delhi,B,3541,B.Sc,94.44,6.26,TCS
Nazareth-Palla College,UP,C,4994,MBA,85.93,6.94,Deloitte
Sant-Bora College,Delhi,B,4289,MBA,64.27,9.79,Accenture
Jha-Barad College,UP,A,3378,B.Sc,51.16,3.71,Infosys
"Sidhu, Gola and Ganguly College",Delhi,A,2375,MCA,32.82,17.39,Wipro
"Barad, Kakar and Chanda College",Delhi,C,4036,MBA,49.29,9.96,Accenture
"Kumar, Sethi and Nagy College",MH,A,2324,B.Sc,66.4,7.27,Accenture
"Mangal, Sawhney and Raman College",TN,B,1731,B.Sc,58.31,10.71,Infosys
"Tiwari, Nagarajan and Bhatnagar College",TN,C,2713,MCA,75.3,14.21,Infosys
"Dave, Mander and Dugal College",TN,A,4456,B.Tech,34.86,9.56,Infosys
Prasad PLC College,UP,B,4472,MBA,68.2,15.74,TCS
"Handa, Comar and Keer College",KA,C,1543,B.Tech,58.89,8.59,Accenture
Agarwal-Bajwa College,MH,B,4076,B.Sc,77.56,17.05,Wipro
"Sule, Oza and Choudhry College",TN,C,3044,B.Tech,42.16,9.33,Infosys
Kannan-Vaidya College,WB,B,869,MCA,63.79,17.54,Infosys
Bahl Inc College,Delhi,B,1122,B.Sc,65.73,12.23,Wipro
"Loyal, Hegde and Bassi College",UP,C,4222,B.Tech,74.49,12.02,TCS
"Ratti, Samra and Naik College",MH,B,1979,B.Sc,32.5,11.61,Infosys
"Chadha, Yohannan and Shanker College",UP,C,2578,B.Tech,65.86,9.51,EY
Tata LLC College,TN,A,2883,B.Tech,38.72,3.8,Wipro
Kalita Inc College,MH,B,1228,MBA,84.22,4.87,Accenture
Dhar PLC College,KA,B,1729,MBA,61.31,8.28,Infosys
Venkatesh-Yohannan College,UP,A,3397,MCA,88.99,18.22,Deloitte
"Oommen, Deep and Gole College",MH,A,4299,MBA,93.36,19.79,TCS
"Dash, Kala and Shukla College",KA,C,1245,B.Tech,64.32,8.96,Wipro
Rout-Prashad College,WB,C,2885,MCA,85.44,19.87,Infosys
"Naik, Vig and Batta College",MH,C,1700,MCA,71.09,8.89,TCS
Chandra Group College,UP,C,3595,MBA,43.11,10.19,Wipro
Vyas-Cherian College,UP,B,1672,MBA,63.19,8.61,Wipro
Bhargava PLC College,KA,B,2041,MBA,90.46,12.87,Infosys
Dass and Sons College,WB,A,3162,MBA,56.39,6.89,EY
Jhaveri-Ghose College,MH,C,4027,B.Tech,93.54,7.38,EY
Sampath-Bains College,KA,C,1406,B.Sc,48.11,6.02,EY
Kashyap Inc College,WB,B,772,MBA,68.26,15.28,Deloitte
Kapadia-Som College,UP,A,1660,B.Sc,49.5,5.39,Infosys
Cheema PLC College,TN,A,2155,B.Sc,76.36,6.56,TCS
Bumb Ltd College,KA,B,1231,B.Tech,38.38,12.51,Accenture
Randhawa-Rau College,MH,A,799,MBA,36.75,15.49,Deloitte
Chopra Ltd College,KA,A,2065,B.Tech,60.59,13.59,Accenture
"Arya, Nigam and Saraf College",UP,A,4108,B.Sc,75.42,17.2,Accenture
Om-Balan College,KA,C,4313,MCA,58.25,19.81,EY
Cheema-Kalla College,UP,B,679,MBA,45.77,14.72,EY
"Sharma, Setty and Walla College",TN,B,2882,B.Tech,97.86,6.13,Accenture
"Thakur, Chaudry and Randhawa College",Delhi,C,4986,B.Tech,77.02,7.23,Accenture
Singh and Sons College,MH,C,1648,MBA,99,15.58,Infosys
"Kaul, Sachdeva and Khalsa College",UP,C,3860,MBA,70.24,13.64,Deloitte
Talwar-Bumb College,MH,A,3948,B.Sc,98.54,10.61,EY
Palan Inc College,Delhi,C,1424,MCA,88.62,19.45,TCS
Bala-Krishnan College,TN,C,2022,MCA,67.83,17.51,EY
"Rama, Narayanan and Gill College",TN,A,3398,MCA,55.75,9.57,Infosys
Puri Group College,MH,C,804,MBA,39.63,18.33,TCS
Date LLC College,Delhi,A,1103,B.Sc,30.87,3.46,Accenture
"Dey, Madan and Rastogi College",UP,C,3160,MBA,77.28,18.13,EY
"Mittal, Balakrishnan and Ben College",UP,B,3421,MBA,31.75,3.43,TCS
Baria-Dani College,WB,B,2391,B.Tech,85.36,19.24,TCS
Khatri LLC College,UP,A,3579,B.Sc,69.34,10.57,EY
"Pal, Ratti and Sachdev College",KA,C,1601,MBA,62.52,8.85,Wipro
Taneja-Bhatia College,WB,B,2542,MBA,83.96,7.3,EY
Mannan-Narula College,KA,A,4693,MBA,43.99,9.12,Deloitte
Wason and Sons College,WB,C,3262,MBA,42.71,19.65,Deloitte
Ranganathan LLC College,MH,B,4913,B.Tech,79.08,15.7,Accenture
Loke-Gour College,Delhi,C,3592,MBA,68.27,11.54,Infosys
Chada-Ramakrishnan College,TN,B,2394,MCA,91.55,17.85,Deloitte
"Garg, Das and Nayar College",TN,A,4130,MBA,92.97,6.56,Accenture
"Randhawa, Nigam and Bedi College",Delhi,B,3685,MCA,39.06,7.37,Wipro
Verma Ltd College,MH,B,3500,MCA,70.4,9.12,Deloitte
Mammen-Raghavan College,MH,B,2061,MCA,57.63,5.54,TCS
Prabhu Ltd College,Delhi,B,3331,MBA,31.65,7.71,TCS
Varty Ltd College,UP,B,569,B.Tech,51.22,10.75,EY
"Roy, Panchal and Kalita College",KA,A,4781,MBA,61.73,12.3,Deloitte
"Chhabra, Dhaliwal and Khosla College",MH,C,3576,B.Tech,53.34,12.14,TCS
Dugar-Sengupta College,TN,C,4226,B.Sc,68.35,11.17,EY
Sur-Srinivasan College,MH,A,2093,MBA,58.36,19.4,Deloitte
"Dada, Borra and Luthra College",TN,B,2851,B.Sc,41.83,19.79,Accenture
"Kant, Parmer and Desai College",TN,B,3301,B.Sc,83.44,13.52,Wipro
"Chana, Ghosh and Vasa College",MH,A,1843,B.Sc,80.86,5.83,Deloitte
Choudhury Group College,UP,C,4432,MBA,50.96,9.83,Wipro
Dugal-Seth College,WB,B,1750,B.Tech,81.77,12.36,TCS
Sagar-Bera College,KA,C,2158,MBA,57.67,11.25,EY
Sami-Buch College,UP,C,2104,B.Tech,35.2,15.58,Accenture
Bhagat-Minhas College,TN,A,3591,MCA,85.91,5.61,Infosys
"Patla, Seth and Khatri College",Delhi,A,2072,MBA,96.26,17.95,TCS
Badal-Tank College,Delhi,A,3241,B.Sc,62.06,14.52,Wipro
Raghavan Inc College,Delhi,A,3685,MCA,99.42,6.18,Accenture
Bava-Parikh College,KA,A,3316,MBA,35.03,11.19,EY
Ratti and Sons College,MH,B,3018,B.Tech,88.6,7.14,EY
Rout Ltd College,TN,A,2591,MCA,72.17,4.29,Accenture
"Bala, Barman and Dhar College",TN,A,4206,MCA,96.56,17,Wipro
Thaker PLC College,WB,B,2984,B.Sc,53.5,13.07,Deloitte
Panchal Inc College,TN,B,2480,B.Sc,39.78,16.08,Wipro
Dua-Chaudhary College,MH,B,4717,B.Tech,49.4,6.64,Deloitte
Sarin and Sons College,KA,B,2470,B.Tech,43.25,13.04,EY
"Tripathi, Pal and Sandal College",TN,B,2912,B.Sc,34.84,5.5,Wipro
Sankaran Inc College,MH,B,2244,MCA,97.23,6.35,Infosys
"Varty, Raja and Toor College",UP,C,3711,B.Tech,58.95,15.75,Deloitte
Savant-Menon College,WB,C,3166,MBA,71.12,12.45,EY
"Ramakrishnan, Yohannan and Dayal College",Delhi,C,2770,MCA,81.27,13.98,EY
"Gill, Kalita and Wali College",MH,A,4817,MCA,59.43,11.07,EY
"Sachdev, Bal and Mitter College",WB,B,3162,MBA,58.34,11.72,Wipro
"Sagar, Ram and Purohit College",MH,C,2044,MCA,47.49,13.49,TCS
"Korpal, Kar and Palla College",Delhi,C,4889,MBA,64.86,13.58,Infosys
Johal-Ramaswamy College,WB,B,3025,B.Sc,83.51,13.57,Accenture
"Setty, Khurana and Mitra College",WB,B,1395,MBA,90.39,15.56,Wipro
Choudhury-Natarajan College,MH,A,3038,B.Sc,38.23,15.2,Wipro
"Magar, Mitra and Kashyap College",MH,C,2186,MCA,90.39,10.52,TCS
"Basu, Butala and Arora College",MH,B,933,B.Sc,38.93,6.33,Infosys
Sarna-Raju College,MH,B,2678,B.Sc,56.14,11.95,Wipro
Master PLC College,MH,C,3457,MCA,75.29,12.7,Wipro
Soni Inc College,WB,A,1433,B.Sc,70.44,15.85,Wipro
Soman-Mann College,UP,C,3071,MCA,96.74,5.36,EY
"Sarma, Chawla and De College",KA,B,4993,B.Sc,92.73,17.67,Infosys
Chandra-Solanki College,Delhi,B,1498,B.Tech,65.3,17.01,TCS
Chaudhary Ltd College,UP,A,1716,MBA,51.22,14.23,Accenture
Ray Inc College,TN,B,2813,B.Tech,48.87,5.12,Wipro
Palla LLC College,TN,A,4443,MBA,55.22,8.16,Wipro
Sheth-Rau College,TN,B,4084,B.Tech,31.55,17.38,TCS
"Jaggi, Kapadia and Mittal College",UP,A,2663,B.Sc,69.48,9.17,EY
Rattan-Kumar College,Delhi,A,2212,B.Tech,61.3,3.11,Deloitte
Bhattacharyya-Pal College,WB,A,4429,MBA,91.75,17.27,EY
Jayaraman LLC College,MH,C,4704,B.Tech,79.63,16.78,TCS
"Pau, Padmanabhan and Munshi College",TN,B,2763,B.Tech,68.94,18.68,Infosys
Garg-Bhavsar College,WB,C,3831,B.Sc,48.56,11.16,Infosys
Lal Inc College,KA,C,1779,MCA,48.61,13.57,Wipro
"Kar, Soman and Pal College",Delhi,C,2893,B.Tech,43.75,8.18,Wipro
Subramaniam and Sons College,WB,B,3257,B.Sc,48.14,14.71,EY
Sani and Sons College,UP,C,1353,B.Sc,31.05,8.95,TCS
Patil and Sons College,MH,B,2063,B.Sc,93.59,4.39,EY
Basak-Sani College,TN,C,3275,MBA,45.02,15.58,Infosys
Naidu Group College,TN,B,3843,MBA,76.65,14.75,Wipro
Aurora-Contractor College,WB,A,738,MCA,82.69,18.21,Infosys
"Edwin, Bhalla and Palla College",TN,B,1374,B.Tech,35.78,12.83,Deloitte
Devan PLC College,Delhi,A,959,MBA,93.94,5.97,Wipro
Karan and Sons College,UP,B,714,MBA,57.04,7.27,TCS
Bajwa-Pillay College,KA,C,3101,MBA,54.62,18.34,Deloitte
Dua-Sharaf College,TN,B,541,B.Sc,73.42,19.74,Infosys
"Padmanabhan, Vala and Baria College",Delhi,B,2541,MCA,81.09,15.06,Infosys
Date-Kuruvilla College,UP,C,611,B.Tech,52.39,15.07,Wipro
Parsa-Nadig College,Delhi,B,1838,B.Tech,63.85,12.6,TCS
Menon-Chada College,Delhi,B,4314,MCA,39.53,14.05,Deloitte
"Sethi, Andra and Ray College",MH,C,1152,MCA,35.21,8.47,TCS
"Chaudry, Pal and Gola College",UP,A,3088,B.Sc,82.78,15.73,Infosys
Mital-Sekhon College,TN,B,4498,B.Sc,31.63,9.81,EY
Reddy-Gupta College,MH,B,3897,MCA,71.82,16.96,Wipro
Dalal-Manne College,MH,C,2679,MCA,58.54,4.05,EY
Sem LLC College,UP,B,3985,B.Sc,90.12,10.89,Wipro
Pandit and Sons College,TN,A,1090,MBA,57.17,13.02,Infosys
Bhakta-Buch College,Delhi,C,3660,B.Tech,43.12,12.94,Wipro
Rai Inc College,MH,C,3667,MCA,49.62,17.29,EY
Sama-Buch College,WB,B,1946,B.Tech,74.22,16.47,Infosys
"Lad, Dube and Verma College",TN,B,2740,B.Sc,83.71,19.89,Infosys
"More, Prakash and Sarraf College",TN,A,2771,MCA,87.35,15.22,TCS
Swaminathan-Zacharia College,TN,B,4664,B.Tech,98.93,5.21,Infosys
Cheema-Sura College,KA,A,1450,MCA,68.87,12.79,Infosys
Kapadia-Luthra College,WB,A,2889,MCA,31.74,7.54,Accenture
Mitra-Bala College,KA,C,4065,B.Tech,96.02,14.15,TCS
Agate-Bobal College,WB,C,528,B.Sc,30.94,18.32,Infosys
Garg PLC College,WB,B,3408,B.Tech,44.68,3.57,EY
Raman-Raman College,TN,A,3727,MCA,34.39,5.04,Accenture
Dara-Mallick College,MH,C,1677,MBA,85.21,3.51,Accenture
Krishnan-Mutti College,UP,C,3334,MBA,30.27,19.26,Infosys
Bera and Sons College,Delhi,C,517,B.Sc,97.13,12.5,Accenture
"Dalal, Aurora and Dugal College",MH,C,794,B.Tech,44.74,15.27,Deloitte
Lata Inc College,Delhi,C,2549,B.Tech,72.96,3.49,TCS
Chatterjee-Chaudhari College,UP,A,1823,B.Sc,78.96,18.37,Wipro
"Natt, Venkatesh and Behl College",Delhi,A,2524,B.Sc,96.72,14.06,EY
Barman-Sharaf College,WB,B,4778,B.Sc,88.75,12.01,Wipro
Hari-Khare College,MH,B,3004,B.Tech,69.93,6.7,Deloitte
Karan Ltd College,UP,B,1774,MBA,80.24,3.62,Infosys
Raghavan Group College,Delhi,A,3490,B.Sc,84.85,16.87,Infosys
Oak Inc College,MH,C,4502,MBA,57.96,11.12,TCS
Mittal Group College,Delhi,A,892,B.Sc,45.95,8.99,Wipro
"Chhabra, Mody and Naik College",WB,B,4258,MBA,96.66,6.95,EY
"Ranganathan, Joshi and Loke College",TN,A,4635,B.Tech,39.13,9.17,TCS
Verma-Lad College,UP,C,860,MBA,89.77,18.47,Infosys
Jaggi-Sule College,Delhi,B,1104,B.Tech,70.47,16.82,Deloitte
"Barad, Dasgupta and Singh College",TN,B,1020,B.Sc,99.24,6.47,Infosys
"Saran, Chhabra and Sekhon College",MH,B,4358,MBA,60.74,5.12,Wipro
Chanda Inc College,KA,C,4893,B.Tech,73.41,16.72,Infosys
Sinha-More College,TN,A,2802,B.Tech,42.99,19.07,EY
Sidhu Group College,KA,A,2978,MCA,94.78,11.92,EY
Kata-Agarwal College,TN,C,2962,B.Sc,91.47,6.7,Infosys
Bhagat-Kala College,KA,C,1354,MCA,98.27,17.07,Deloitte
Badal Inc College,KA,A,2046,B.Tech,85.29,5.46,Accenture
Dave-Choudhary College,MH,C,1157,MCA,38.75,12.65,TCS
Padmanabhan-Varma College,WB,C,3998,B.Tech,48.52,10.04,Wipro
"Arora, Grover and Deshpande College",UP,B,1415,MCA,92.8,10.07,Accenture
Kapur-Nori College,Delhi,C,2369,MBA,73.8,6.21,Wipro
"Savant, Bhatia and Kala College",TN,C,1335,MCA,53.31,11.12,Deloitte
Chokshi-Zachariah College,MH,A,4143,B.Tech,82.35,13.14,TCS
Nazareth-Dasgupta College,MH,A,3434,B.Sc,83.84,5.04,EY
"Naidu, Hegde and Mani College",TN,B,3894,B.Tech,34.24,11.68,TCS
Ramanathan PLC College,Delhi,B,3764,MBA,46.65,10.24,EY
"Arya, Kara and Pau College",TN,B,4926,B.Tech,48.06,3.27,Accenture
Parikh Group College,Delhi,C,1481,MCA,53.92,12.15,Deloitte
Iyengar LLC College,WB,A,4913,MBA,71.68,15.28,EY
Kari Group College,MH,B,996,MCA,63.96,5.02,Infosys
Pai-Roy College,Delhi,A,3645,B.Tech,43.73,6.13,TCS
Chauhan-Pai College,MH,B,3693,MBA,82.11,9.14,EY
"Dada, Wadhwa and Bhardwaj College",Delhi,B,1098,B.Tech,96.85,17.49,Accenture
"Thaman, Bhandari and Trivedi College",KA,B,1066,MCA,45.23,6.96,Deloitte
Munshi and Sons College,MH,B,4597,B.Sc,50.98,11.28,Accenture
"Kale, Mall and Dyal College",UP,A,3181,B.Sc,82.49,13.9,Deloitte
"Pant, Vaidya and Baral College",UP,A,3567,MCA,53.45,19.25,EY
Pingle-Sibal College,TN,B,3697,MCA,92.75,11.23,TCS
"Pillay, Dhawan and Sridhar College",WB,C,3645,MBA,72.35,5.84,Deloitte
Mittal-Rajagopalan College,KA,C,657,B.Tech,59.71,12.29,Accenture
Vora-Nair College,UP,A,3045,B.Sc,45.22,15.47,Wipro
"Chatterjee, Gera and Kakar College",UP,B,971,MBA,73.4,16.81,Wipro
Nagi-Chada College,Delhi,C,2394,B.Tech,74.3,9.03,Infosys
Pant Group College,TN,B,4732,MCA,54.67,8.77,TCS
"Bedi, Deshmukh and Gour College",UP,B,4608,B.Sc,66.22,4.34,TCS
Sharaf-Mohan College,KA,C,3789,MBA,72.28,15.25,Accenture
Pal Ltd College,WB,A,2981,MBA,49.06,12.96,Wipro
Deo-Sengupta College,Delhi,B,878,B.Sc,37.59,5.33,TCS
Baral Inc College,MH,B,3599,B.Sc,67.7,16.26,Infosys
Guha-Parmar College,TN,C,2303,B.Tech,33.24,7.87,Deloitte
Ramanathan Ltd College,KA,A,710,B.Sc,68.73,5.53,TCS
Ghosh-Goda College,UP,A,2822,B.Tech,77.97,15.88,TCS
Sawhney Inc College,TN,B,3905,B.Sc,88.43,17.51,EY
"Rau, Datta and Raj College",UP,A,1956,MBA,99.85,12.15,EY
Devan Ltd College,WB,A,859,B.Sc,94.57,6.98,Wipro
"Shenoy, Atwal and Memon College",Delhi,B,2425,B.Tech,59.78,12.91,TCS
